filename,vocalisation_id,start_time,end_time,duration,low_freq,high_freq,call_type,combination
opp_328_ro.wav,1,2.928745978,4.904429202,1.975683224,130.078125,1981.90918,Roar,Single
opp_329_ro.wav,2,1.615771134,3.615636891,1.999865757,196.9482422,1985.546875,Roar,Combination
opp_329_ro.wav,3,3.430023873,4.583234717,1.153210844,1.318359375,245.2148438,Rumble,Combination
opp_330_ru.wav,4,1.628424396,3.79023726,2.161812864,1.220703125,326.4648438,Rumble,Single
opp_331_ro.wav,5,2.6569502,3.346179047,0.689228847,57.44628906,1937.133789,Roar,Single
opp_332_ru.wav,6,2.229881611,5.75206721,3.522185599,1.635742188,197.6318359,Rumble,Single
opp_333_ru.wav,7,3.098900929,6.639744627,3.540843698,0.756835938,197.1679688,Rumble,Single
opp_333_ru1.wav,8,1.130585739,4.572474409,3.44188867,0.048828125,299.7314453,Rumble,Single
opp_333_ru2.wav,9,2.029501081,5.29138475,3.261883669,1.196289063,324.8291016,Rumble,Single
opp_334_ru.wav,10,1.011815187,3.077924001,2.066108814,1.0,197.8271484,Rumble,Single
opp_335_ru.wav,11,2.538037521,7.733329118,5.195291597,10.9375,305.1513672,Rumble,Single
opp_335_ru.wav,12,0.462578673,2.246986276,1.784407603,0.341796875,219.3359375,Rumble,Single
opp_337_ro.wav,13,2.310001424,3.868983736,1.558982312,308.6181641,1998.364258,Roar,Combination
opp_337_ro.wav,14,1.435848124,2.266520787,0.830672663,0.268554688,317.7490234,Rumble,Combination
opp_337_ru.wav,15,2.52814094,4.634469463,2.106328523,0.537109375,309.0576172,Rumble,Single
opp_338_ru.wav,16,2.752764095,8.363083309,5.610319214,1.953125,194.7998047,Rumble,Single
opp_339_ro.wav,17,4.744089275,5.888658042,1.144568767,107.5195313,1999.99,Roar,Combination
opp_339_ro.wav,18,2.005426808,4.743852059,2.738425251,0.805664063,274.2919922,Rumble,Combination
opp_339_ru.wav,19,1.882404671,6.236741157,4.354336486,6.909179688,356.7382813,Rumble,Single
opp_340_ro.wav,20,2.60669218,4.076019647,1.469327467,308.2763672,1967.456055,Roar,Combination
opp_340_ro.wav,21,4.019520768,4.3662578,0.346737032,3.125,407.5683594,Rumble,Combination
opp_340_ro.wav,22,2.102736447,2.684435452,0.581699005,0.390625,311.8652344,Rumble,Combination
opp_340_ro1.wav,23,1.923499976,3.410240987,1.486741011,332.1777344,1984.082031,Roar,Combination
opp_340_ro1.wav,24,0.968280818,1.973256931,1.004976113,0.1953125,365.4785156,Rumble,Combination
opp_340_ro1.wav,25,3.246788591,4.194486514,0.947697923,6.25,307.2265625,Rumble,Combination
opp_340_ro2.wav,26,1.872230984,3.3818809,1.509649916,313.4521484,1988.061523,Roar,Combination
opp_340_ro2.wav,27,3.322560898,4.660236091,1.337675193,18.06640625,300.6347656,Rumble,Combination
opp_340_ro2.wav,28,0.823705826,2.029879194,1.206173368,16.06445313,260.9863281,Rumble,Combination
opp_340_ro3.wav,29,1.564102639,2.79044592,1.226343281,334.8876953,1992.480469,Roar,Combination
opp_340_ro3.wav,30,2.580774307,3.920429619,1.339655312,21.02050781,368.6279297,Rumble,Combination
opp_340_ro4.wav,31,2.147721578,3.469968555,1.322246977,347.0458984,1970.507813,Roar,Combination
opp_340_ro4.wav,32,0.888036028,2.257560696,1.369524668,18.99414063,362.0605469,Rumble,Combination
opp_340_ro4.wav,33,3.474859351,4.365799288,0.890939937,27.41699219,361.4746094,Rumble,Combination
opp_340_ru.wav,34,0.842231386,2.827347144,1.985115758,26.04980469,332.2265625,Rumble,Single
opp_340_ru1.wav,35,0.89431231,2.912032575,2.017720265,0.366210938,435.6201172,Rumble,Single
opp_341_ru.wav,36,2.627255572,4.423226734,1.795971162,0.634765625,343.3837891,Rumble,Single
opp_341_ru1.wav,37,1.290014214,2.514741401,1.224727187,7.641601563,291.3330078,Rumble,Single
opp_341_ru2.wav,38,1.279681772,2.460312195,1.180630423,8.740234375,266.8701172,Rumble,Single
opp_341_ru3.wav,39,2.151988287,3.088976849,0.936988562,11.40136719,349.8535156,Rumble,Single
opp_342_ru.wav,40,2.594065585,3.05429829,0.460232705,468.6767578,1962.988281,Roar,Combination
opp_342_ru.wav,41,2.880505491,4.01637606,1.135870569,2.9296875,323.1689453,Rumble,Combination
opp_343_ru.wav,42,2.423701279,7.050296035,4.626594756,1.831054688,252.6123047,Rumble,Single
opp_345_ru.wav,43,2.046123338,3.526673605,1.480550267,12.93945313,448.7304688,Rumble,Single
opp_346_ru.wav,44,0.794322843,6.482650903,5.68832806,0.5859375,168.1640625,Rumble,Single
opp_347_ru.wav,45,1.954280421,6.442795376,4.488514955,1.245117188,196.6796875,Rumble,Single
opp_348_ru.wav,46,6.41497339,8.600119119,2.185145729,22.58300781,312.3535156,Rumble,Single
opp_349_ru.wav,47,2.2573195,3.600050664,1.342731164,1.0,256.7871094,Rumble,Single
opp_350_ru.wav,48,1.810101454,4.526299217,2.716197763,0.1953125,230.2490234,Rumble,Single
opp_350_ru1.wav,49,4.09952539,8.02353082,3.92400543,0.439453125,357.0800781,Rumble,Single
opp_351_ru.wav,50,2.192145907,6.722987657,4.53084175,13.79394531,331.0058594,Rumble,Single
opp_352_ro.wav,51,1.779502936,2.724407995,0.944905059,225.9033203,1968.017578,Roar,Single
opp_353_ro.wav,52,2.464405769,3.296848798,0.832443029,150.2685547,1955.395508,Roar,Single
opp_354_ro.wav,53,2.168091534,3.206606295,1.038514761,101.3183594,1987.866211,Roar,Single
opp_355_ro.wav,54,2.376152938,3.119518053,0.743365115,102.4169922,1957.03125,Roar,Single
opp_356_ro.wav,55,3.055830442,5.122341423,2.066510981,197.8759766,1983.544922,Roar,Combination
opp_356_ro.wav,56,4.700775005,6.534512781,1.833737776,2.270507813,244.3847656,Rumble,Combination
opp_357_trumpet.wav,57,2.078370828,4.486709563,2.408338735,7.006835938,1929.467773,Trumpet,Single
opp_359_ro.wav,58,1.259117071,1.76458378,0.505466709,201.1474609,1970.336914,Roar,Single
opp_360_ro.wav,59,2.612166862,4.777003041,2.164836179,120.8496094,1976.635742,Roar,Single
opp_361_ro.wav,60,2.23532432,5.026348045,2.791023725,298.1445313,1985.083008,Roar,Combination
opp_361_ro.wav,61,4.425981388,5.240967524,0.814986136,16.45507813,310.15625,Rumble,Combination
opp_362_ro.wav,62,3.285957278,4.507593461,1.221636183,127.5146484,1977.832031,Roar,Single
opp_363_ru.wav,63,3.217153149,8.099442758,4.882289609,10.05859375,251.4404297,Rumble,Single
opp_363_ru1.wav,64,4.418846967,8.00449401,3.585647043,2.661132813,238.1591797,Rumble,Single
opp_364_ro.wav,65,2.888550547,4.956533609,2.067983062,297.0458984,1993.139648,Roar,Combination
opp_364_ro.wav,66,4.712047559,6.123934446,1.411886887,3.41796875,301.5380859,Rumble,Combination
opp_364_ro.wav,67,2.275762273,3.017610556,0.741848283,1.831054688,292.4804688,Rumble,Combination
opp_364_ro.wav,68,0.186988952,1.165303304,0.978314352,0.244140625,253.5888672,Rumble,Combination
opp_364_ro1.wav,69,3.560859025,5.503099523,1.942240498,315.5517578,1888.696289,Roar,Combination
opp_364_ro1.wav,70,2.127902074,3.632241238,1.504339164,7.861328125,293.4570313,Rumble,Combination
